0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0
0,10,10,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,0
0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0
0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0
0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0
0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0
0,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,0
10,10,10,10,10,10,10,10,10,88,89,10,10,10,10,10,10,10,11,10
10,10,10,10,10,10,10,10,10,102,103,10,10,10,10,10,10,10,11,10
0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,0
0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,0
0,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,0
0,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,0
0,11,10,10,10,10,10,11,11,11,11,11,10,10,10,10,10,10,11,0
0,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,0
0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0

